,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tripmeter,Seating_Capacity,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Unnamed: 112,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System
74,430,Tata,Altroz,Xe Petrol,529000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1523 mm,3990 mm,1755 mm,Hatchback,5.0,,,18 km/litre,,,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,Electric Power,Only Front Windows,,,86PS@6000rpm,113Nm@3300rpm,Digital,"Analog, Digital",1,5.0,Manual,2501 mm,165/80R14,,Yes,Not on offer,,,,,Internal,345 litres,,Yes,Yes,,Front,,Front & Rear,Yes,,,Internal,Digital,Manual,Analog + Digital,,5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,Yes,Normal,Yes,Yes,,Yes,,,,Yes,,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2.0,,Rake,,,Rear sensors,,,,,,,,,,,Yes
75,440,Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,642478,1994 cc,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS III,"Front, Longitudinal",Injection,50 litres,Diesel,1885 mm,4440 mm,,SUV,5.0,8.6 km/litre,11.12 km/litre,11.12 km/litre,,1710 kg,5,170 mm,Ventilated Disc,Drum,,Semi Elliptical Leaf spring,,,,,101.4PS@3600RPM,240Nm@2000-2500RPM,,,,9.0,Manual,2541 mm,15,,,Not on offer,,,"2 Years / 100,000 Kms (whichever comes first)",,Manual,,,,Yes,,,,,,,,Internal,,Manual,Analog,Yes,5.6 meter,,,,,,,,,,,,Yes,,,,,,,,,,2460 kg,,,,,,,19.5:1,,,,Rear sensors with camera,,,,,,,,,,Manual Adjustment,
76,451,Tata,Tigor,Revotron Xe,575000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1537 mm,3992 mm,1677 mm,Sedan,4.0,24.12 km/litre,23 km/litre,23 km/litre,,992 kg,5,165 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; closed profile Twist beam with Dual path Strut,Electric Power,,,,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,2,5.0,Manual,2450 mm,155/80 R13,,Yes,Not on offer,,Yes,,,Internal,419 litres,,,Yes,Digital,Centre,Yes,Front,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,5.1 meter,,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",,,,Yes,,,Rake,,,,Yes,,,,,,,Yes,,Manual Adjustment,
77,457,Tata,Zest,Xe Petrol,582287,1193 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44 litres,Petrol,1570 mm,3995 mm,1706 mm,Sedan,4.0,13.2 km/litre,17.6 km/litre,17.6 km/litre,,1135 kg,5,175 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,Electric Power,Only Front Windows,,Yes,90PS@5000rpm,140Nm@1500-4000rpm,Digital,Analog,Yes,5.0,Manual,2470 mm,185/60R15,,Yes,Not on offer,,Yes,2 years /75000 Kms (years/distance whichever comes first),,Internal,390 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,,Yes,,1531 kg,,Yes,,Yes,Yes,,9.1,Rake,,,,Yes,,,,,,,,,,
78,468,Honda,Amaze,S Cvt Petrol,763000,1199 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4.0,,,19 km/litre,,942 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,Electric Power,All Windows,,Remote,90PS@6000rpm,110Nm@4800rpm,Digital,Analog,Yes,5.0,Automatic,2470 mm,175/65R14,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,420 litres,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2.0,16.7:1,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,
79,488,Maruti Suzuki,Gypsy,Hard Top,637343,1298 cc,4.0,4.0,4WD,In-line,BS III,"Front, Transverse",Injection,40 litres,Petrol,1875 mm,4010 mm,1540 mm,SUV,3.0,10.2 km/litre,14.8 km/litre,11.9 km/litre,,985 kg,5,210 mm,Solid Disc,Drum,Leaf spring with Double action damper,Leaf spring with Double action damper,,,,,80PS@6000rpm,103Nm@4500RPM,Yes,Analog,,8.0,Manual,2375 mm,R15,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,350 litres,,,,,Not on offer,,Front & Rear,,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog,Manual,Analog + Digital,,5.1 meter,Yes,Co-Driver Only,Not Applicable,,,,,,,,,,,,,,,,,,,1585 kg,,,,,,,9.0:1,,,,,,,,,,,,,,,
80,490,Hyundai,Venue,1.2 Kappa Mt E,655000,1197 cc,4.0,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5.0,,,17.52 km/litre,,,5,200 mm,Ventilated Disc,Drum,McPherson Strut with Coil Spring Rear,Coupled Torsion Beam Axle with coil spring,Electric Power,All Windows,,,82hp@6000rpm,112.7Nm@4000rpm,Yes,Yes,Yes,5.0,Manual,2500 mm,195 / 65 R15,,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, Internal",350 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Internal, Manual",Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,Yes,Yes,,Yes,,Yes,,,Yes
81,503,Tata,Nexon,Xe,695000,1198 cc,3.0,4.0,,In-line,BS 6,,Injection,44 litres,Petrol,1607 mm,3994 mm,1811 mm,SUV,5.0,,,17.6 km/litre,,,,209 mm,Ventilated Disc,Drum,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,Electric Power,Only Front Windows,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,Yes,5.0,Manual,2498 mm,195/60 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,,Yes,,,,350 litres,,,Yes,Digital,Front,Yes,Yes,,,,,Analog,,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2.0,,"Rake, Reach",,,,,,,,,,Multifunction Steering Wheel,Yes,,,Yes
82,527,Fiat,Linea,Active Fire,715860,1368 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1487 mm,4596 mm,1730 mm,Sedan,4.0,"11,3 km/litre",15.7 km/litre,15.7 km/litre,,1220 kg,5,185 mm,Ventilated Disc,Solid Disc,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",Hydraulic Power,All Windows,,Remote,114PS@5000rpm,207Nm@4500rpm,Digital,Analog,Yes,5.0,Manual,2603 mm,195/60R15,,,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Internal,500 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,2 Years /150000 Kms (Whichever comes earlier),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,Yes,1540 kg,,Yes,Yes,Yes,,,17.6:1,Rake,,,,,Yes,,,,,Multifunction Steering Wheel,Yes,,Manual Adjustment,
83,532,Mahindra,Bolero Power Plus,Zlx,886398,1493 cc,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1880 mm,3995 mm,1745 mm,SUV,5.0,12.4 km/litre,,16.5 km/litre,,1615 kg,5,180 mm,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Rigid leaf springs,Yes,All Windows,,Remote,70ps@3600rpm,195Nm@1400-2200rpm,Digital,Digital,Yes,7.0,Manual,2680 mm,215/75R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years/1 lakh kms (whichever is earlier),Yes,Manual,1702 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,
84,538,Maruti Suzuki,Vitara Brezza,Ldi,762742,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,48 litres,Diesel,1640 mm,3995 mm,1790 mm,SUV,5.0,20 km/litre,24.3 km/litre,24.3 km/litre,,1170 kg,5,198 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Torsion beam with coil spring,Electric Power,Only Front Windows,,,90PS@4000rpm,200Nm@1750rpm,Digital,Analog,Yes,5.0,Manual,2500 mm,205/60R16,,,CD Player with USB & Aux-in,Yes,,,Yes,Internal,328 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,,Yes,All Rows,1680 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2.0,,Rake,,,,Yes,Yes,,,,,,,,,
85,547,Hyundai,I20 Active,1.2 S,774035,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Petrol,1555 mm,3995 mm,1760 mm,Hatchback,5.0,15 km/litre,,17.19 km/litre,,,5,190 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,Electric Power,All Windows,,Remote,83PS@6000rpm,114Nm@4000rpm,Digital,"Analog, Digital",2,5.0,Manual,2570 mm,195/55R16,,2,CD Player with USB & Aux-in,Yes,,"3 years / 100,000 Kms",Yes,Internal,285 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,All Rows,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors with camera,,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,
86,551,Ford,Ecosport,1.5L Ti-Vct Ambiente,791000,1497 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Petrol,1647 mm,3998 mm,1765 mm,SUV,5.0,,,17 km/litre,,1220 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,Electric Power,All Windows,,Remote,123PS@6500rpm,150Nm@4500rpm,Digital,Analog,Yes,5.0,Manual,2519 mm,195/65R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"Internal, With Remote",352 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,1660 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,11:01,"Rake, Reach",,,,Yes,Yes,,,,,,,,,
87,563,Renault,Duster,Rxe Petrol,799990,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1695 mm,4315 mm,1822 mm,SUV,5.0,10.2 km/litre,13.87 km/litre,13.87 km/litre,,1296 kg,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,Yes,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Yes,5.0,Manual,2673 mm,215/65R16,,Yes,USB & Aux-in,,,2 years /50000 Kms (years/distance whichever comes first),,"Internal, With Remote",475 litres,,Yes,Yes,Digital,Front,,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,,,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,9.5:1,Rake,,,Rear sensors,Yes,,,,,,,,Yes,,
88,572,Hyundai,Verna,1.6 Vtvt Sx,999900,1591 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1445 mm,4440 mm,1729 mm,Sedan,4.0,,,17.7 km/litre,,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,Electric Power,All Windows,,Yes,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Yes,5.0,Manual,2600 mm,195 / 55 R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,465 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,
89,585,Mahindra,Xuv300,1.2 W4,830127,1197 cc,,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Petrol,1617 mm,3995 mm,1821 mm,SUV,5.0,,,17 km/litre,,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,Yes,Only Front Windows,,,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Yes,5.0,Manual,2600 mm,205/65 R16,,Yes,Not on offer,,Yes,,,Manual,259 litres,,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,,Yes,,,,,,,,Yes,,
90,596,Renault,Lodgy,85 Ps Std,863299,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1697 mm,4498 mm,1751 mm,MUV,4.0,21.04 km/litre,,21.04 km/litre,,1299 kg,5,174 mm,Ventilated Disc,Drum,,,Electro-Hydraulic,,,,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Yes,8.0,Manual,2810 mm,R15,,Yes,Not on offer,,Yes,,,Internal,207 litres,,,Yes,Digital,Centre,Yes,Front,,1 years /30000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,,1338 kg,,Yes,Yes,,,,,Rake,,,,,,,,,,,Yes,Yes,,
91,603,Volkswagen,Vento,Trendline 1.6 (P),876500,1598 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1467 mm,4390 mm,1699 mm,Sedan,5.0,12.1 km/litre,,16.09 km/litre,,1140 kg,5,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,Electric Power,All Windows,,,105PS@5250rpm,153Nm@3800rpm,Digital,Analog,Yes,5.0,Manual,2553 mm,175/70R14,,Yes,Not on offer,,,2 years / Unlimited Kms,,Internal,494 litres,,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,All Rows,1680 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors,Yes,,,,,,,,,Manual Adjustment,
92,615,Mahindra,E2O Plus,P4,881425,,,,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Electric,1585 mm,3390 mm,1575 mm,Hatchback,4.0,80 km/litre,,,,937 kg,,170 mm,Ventilated Disc,Drum,Mac Pherson Strut type independent suspension with coaxial spring.,Twin Pivot Trailing Arm with Coaxial spring Damper,Electric Power,All Windows,,Remote,25.8PS@3500rpm,70Nm@1000rpm,Analog,Digital,,4.0,Automatic,2258 mm,R14,,,CD/MP3/DVD Player with USB & Aux-in,Yes,,3 years 60000 kms,,With Remote,135 litres,Yes,,Yes,Digital,Front,Yes,Front,,,,Internal,,Automatic,Analog,Yes,4.35 meter,,Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,,Yes,,,,,,Yes,,,,Yes,,,,Yes,All Rows,1257 kg,,Yes,,Yes,,,,,,,Rear sensors,,Yes,,,,Yes,,,,Manual Adjustment,Yes
93,617,Tata,Tigor Ev,Xm+,960868,,,,FWD (Front Wheel Drive),,BS VI,,Injection,35 litres,Electric,1537 mm,3992 mm,1677 mm,Sedan,5.0,,,,,,,165 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,Electric Power,All Windows,,,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,Yes,5.0,Automatic,2450 mm,175/65 R14,,,USB & Aux-in,Yes,,,Yes,Manual,255 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,,,,,"Normal, Eco, Sport",,,,Yes,Yes,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2.0,,Rake,,,Rear sensors,,Yes,,,,,Multifunction Steering Wheel,Yes,,,
94,620,Honda,Brv,E Petrol,952900,1497 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1666 mm,4453 mm,1735 mm,SUV,5.0,12 km/litre,15.4 km/litre,15.4 km/litre,,1199 kg,7,210 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,Electric Power,Only Front Windows,,Remote,119PS@6600rpm,145Nm@4600rpm,Digital,Analog,1,7.0,Manual,2662 mm,R16,,,Not on offer,,,3 years / Unlimited Kms,,"Internal, With Remote",223 litres,,Yes,Yes,Digital,Front & Rear,,,Yes,3 Years/Unlimited km Warranty*,,"Internal, With Remote",Digital,Manual,Analog,Yes,5.3 meter,,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,Yes,,,,,,Yes,,,,,,,,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2.0,,"Rake, Reach",,,,Yes,,,,,,,,,Manual Adjustment,
95,628,Mahindra,Thar,Crde,959860,2498 cc,4.0,4.0,4WD,In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1930 mm,3920 mm,1726 mm,SUV,3.0,,,13 km/litre,,1750 kg,5,200 mm,Ventilated Disc,Drum,Independent Suspension with Torsion Bar And Stabilizer Bar,Semi-Elliptical Leaf Spring with Shock Absorbers,Electric Power,,,,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm,,Analog,1,6.0,Manual,2430 mm,235/70R16,,,,Yes,,1 Year /Unlimited KMs,,Manual,600 litres,,,,,Front & Rear,,,,1 Year /Unlimited KMs,,Internal,Analog,Manual,Analog,Yes,5.75 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,631,Force,Gurkha,Xpedition 5 Door,999000,2596 cc,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,63 litres,Diesel,2055 mm,4342 mm,1790 mm,SUV,5.0,14 km/litre,17 km/litre,17 km/litre,,,6,190 mm,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar","Multi Link with Pan Hard Rod and Coil Springs, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Yes,Only Front Windows,,,85PS@3200rpm,230Nm@1400-2400rpm,Digital,Analog,,7.0,Manual,2750 mm,245 / 70 R16,,,Not on offer,,,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Manual,,,,Yes,,Not on offer,Yes,,Yes,,,Manual,Analog,Manual,Analog + Digital,,6.25 meter,Yes,,Not Applicable,,Yes,,,,,,,,,,,,,,,,,2775 kg,,,,,,,16.5:1,,,,,,,,,,,,,,,
97,637,Maruti Suzuki,Xl6,Zeta Mt,984689,1462 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,45 litres,Petrol,1700 mm,4445 mm,1775 mm,MPV,5.0,,,19.01 km/litre,,1180 kg,5,,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,Electric Power,All Windows,,Smart Key,104PS@6000rpm,138Nm@4400rpm,Digital,"Analog, Digital",2,6.0,Manual,2740 mm,185/65 R15,Yes,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,209 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,Yes,Normal,Yes,,,,,Yes,Yes,Yes,Yes,All Rows,1730 kg,Driver frontal airbag,Yes,Yes,Yes,Yes,2.0,74.0x85.0,Rake,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,
98,641,Fiat,Abarth Avventura,1.4 T-Jet,989219,1368 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Petrol,1542 mm,3983 mm,1706 mm,Crossover,5.0,17 km/litre,,17.1 km/litre,,,5,205 mm,Ventilated Disc,Drum,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",Electric Power,All Windows,,Remote,143PS@5500RPM,210Nm@2000-4000RPM,Digital,Analog,Yes,5.0,Manual,2510 mm,205/55 R16,Yes,,,Yes,Yes,,Yes,Manual,,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,,
